9bf6d959,30,16,4
a12ef6b4,4,3,
21f4dd72,,4,4
ddaf710b,3,,
38d2f329,2,6,2
d0d5bd73,24,20,
4f27e367,,,
eff86554,,20,20
a2ce5d38,2,,
e50ce7e7,20,20,
6cd80a94,6,12,32
e24fddc5,6,10,
444ff98e,,,
8ec13b0c,,,
9b9a1753,2,,
7f1defaf,,2,
e47fc163,6,4,
d710bd82,56,24,4
cbc53084,304,36,26
ea66419b,,,
45b0489d,3,26,23
9ebd95a9,,4,2
06b08063,,,2
f21f6f62,,,
0e6b381b,,,
17ccf5c6,,,
94ff3271,,4,
34ee6ec7,2,,
c92686d7,23,28,3
afe6ff88,27,12,
a98632ee,29,8,20
26b09c1f,,,
7abf5990,78,60,8
a132ce0d,19,8,2
594e3b73,,,
198c384c,2,,
42361d37,,4,
06395ae2,19,12,4
49f562c0,,,
abd0906f,,,
11e5f8eb,,4,
b928d40e,,,
9f0269fd,1,16,
bf1931b9,,5,
d57a40e5,,6,4
41fa39fa,,,12
f91ef6ca,20,11,105
7b65f8eb,,,
5b39c8b9,2,2,
c046982d,4,,2
39ec61e6,27,29,2
c8cca4a3,2,,
393066e5,2,2,
8be5ace4,8,,8
f7d5b0f6,2,44,
57787964,,32,2
831db2b2,22,4,15
1881ceab,2,,
8eb3ea46,8,2,4
8afcda2d,,32,
ce73003d,,,10
d2d9a294,2,2,
a43b4aa7,22,10,4
7da42d20,19,4,
d788bc15,40,38,2
7462c093,4,12,
b007d6db,1,6,4
c911eb8c,,,
d2dad017,284,,
c0c117a0,18,8,
078b85f0,26,53,17
10ccb819,2,,
992116b2,,,
419467f3,,4,
2ad712b3,,,
08e19cbd,,,
13c2a0b0,,,
9f0f396d,,2,
a7ae471c,,,
8025c8e4,,2,
a015b4a8,,,
0be2e30f,,8,
e467252e,,6,
b2ab1f0a,,6,
dc737c7a,,,
d07879cc,,4,
d6d92bdd,,4,
09211453,,,
e6b9bb49,,18,
002f4bd6,,2,
ae70a5c3,1,1,
a33e717b,,,
6419216c,,,
5aee3ac7,,,
342e38bc,,,
1e855072,,,
3d99dd6a,,,
78cdd38f,,,
18a736e9,,,
169fba64,,,
f3fe08a6,,,
fff4c80b,,,
42529bc3,,,
72e9658a,,,
035ea9ac,,,
a956b8d9,,,
d40791fc,,42,
6824c4d1,,,
b6492022,,,
dab6c597,,,
395e8d1d,,,
232f23d1,,,
25b25fc2,,,
0587768e,,,
8c8d60c5,2,,2
3a93661a,,,
2a045c83,,,
defe4e88,,,
9f592b5e,,,
99730a15,,,
239a5631,,,
a84923fd,,,
472d252f,,,
4351f431,,,
51177f97,,,
5cd74d28,,,
8721f2cf,,,
5c9ed492,,,
114d3209,,,
56b1cc77,,,
63c09654,,,
77859722,,,
289cff49,,10,
699e66a6,,,
0f7dd9d1,,,
d0383634,14,12,
8912f078,,2,
734578a3,2,10,
e3d3b2a2,,12,
96294be6,4,,4
cc7db9c9,,,
39f94051,,,
3cc09988,,,
ac0503b5,,,
7146b175,4,,4
2219b8ba,3,,
b8e50369,,,
44dcaef1,,,
5cb62f8b,,,
a37ccd13,4,4,
9acfe48a,,2,
01cfa0b4,,,
ce4bc9bc,,,
e365f2f1,,,
798774bf,3,6,1
7a839f7c,,2,
ccc239f8,8,25,6
b3b74c0d,,,
ba01ab2a,2,10,4
d181e111,11,10,6
d21ad7b1,,4,
9aaeb95f,8,4,1
d49a375f,230,,
f8818809,,6,
c6a2cf04,,,
94a97194,,,
2f6e034d,,1,
794a8ca4,14,4,
201af437,,2,
1edf17d8,4,1,34
f58203fb,,,
610ddd15,,,
5326555a,,12,
c223b988,,4,
12606526,,,4
6f22af40,861,221,861
9df5d9e8,,,
aff6fe18,2,,
2d0957c2,6,99,2
908f2fed,,,
fd919e54,153,,179
8b4789c4,34,17,28
4dbf8572,,,
de28fd83,38,8,2
b1d9d99b,18,,4
87dcd474,,,
b2b942a9,,2,2
6baf7883,,,
e631915d,,,
a39ce7c8,,,
d06014f7,,,
c60f24a2,,,
6c2fe371,,,
c1102f2f,2,,
d6e0b581,,,
6f390415,,1,
102f65c8,,,
f089e55e,2,,
1e4d01f8,8,4,
f6c5a143,,,
1e4938cd,1,,
1644f6ea,3,,
ef6283a9,,,
17de0768,,,
4b8bc9c4,,2,
ec48806e,,,
16b1a0f3,,,
a1ffef84,,4,
27c07248,,,
901e9855,,6,
328481cb,2,472,2
8959e516,,,
fc992745,,2,
0ad9c441,,,
086f67c9,2,4,2
6220cea0,,,
4f794799,2,,
af7514ac,20,,
f6cfba80,36,2,
692446a3,,,
13a6e364,,50,
ee9ac70a,2,32,
3ccb1303,,,
9dd731d6,,,36
1dee5c1b,,,20
90ca5ee5,20,,
a034f5ca,36,2,
e07a618c,,2,
1f40cf63,12,8,4
7399c2b1,,,
a26b9aad,,6,2
a8a4a18b,,8,
0c434ff0,,2,
f1b22619,,6,
40564c74,10,16,2
d31b6ce3,8,,
f2ecd139,,2,
ac985ef9,1,,
2909a996,,,
46c31db3,,24,4
19b4d977,34,2,
570943f5,,,
0c8ea0fe,4,28,
3d901411,2,4,
b72fe861,12,,
384a93b1,,4,1
e84643ca,12,29,12
1c760101,2,2,
40df21bf,22,11,
01d18f2c,,2,
2f637034,24,40,
50b0e455,76,52,
da90c774,,,
957c1a54,8,6,
0ed66d89,,,
a3e680ed,2,,4
e9d82950,,,
964df6b1,,6,
b6901ea3,,,
94116b06,,12,
6c5c9a54,,,
5c2c1385,16,,
87439646,,,
361eba8e,,12,
6641f279,18,4,
130bead8,10,4,6
9bcedd8f,14,8,
54164e74,,,
9a96b6a9,46,4,4
fa323944,66,16,2
3dc87b99,,4,4
da978f40,2,,2
2927518a,14,4,6
918c9e98,,,
c94822bd,,,
a8f4ebc4,2,10,
378bb20d,,,
ca438f5a,62,4,8
ec9ac201,,,
9b61b0f4,,,
07eed063,4,9,5
e1226062,,,
71f8c47f,,6,4
984b19d5,2,1,7
bc27d8a0,,,
6d8d9d97,,,
50752554,,6,2
33f372cb,4,10,6
e3b8c0b6,,,
956f8439,,,
e4b10774,,,
82fb7f70,,,
6a297bd4,,,
b458e6fb,,2,
3fb7f1b8,,,
e2a4a284,2,2,
c95fc106,,2,
76c3823e,,,
8b4267b2,30,2,2
36d362ad,,,
ac573800,,54,8
946151d8,,,
631696be,8,,2
27b0d384,,,
fe71fdc1,112,47,
52047f9d,1,2,1
bf614199,38,6,
1202bb2f,158,62,14
3a053c29,,,
54868978,8,,
db2e7fe9,14,20,
63898e26,6,6,2
a49e1d0f,,,
bfcb6683,,,
68db9c6a,,8,
6f630e9b,,,
b89a6586,16,,11
6afde5c3,,,
221b465d,,,
0725dbcf,,,
0b9f32ae,2,4,
ffc3e679,,4,
82092f97,2,13,4
adf10c67,12,1,
da36449d,2,,2
d1dbf603,22,14,8
3a1a7b25,,,
c2c98c55,,,
9bf42862,,16,
c2db40a9,,,
89fb0654,,2,
f438db66,2,424,10
16f262fb,,196,
d8bf23b9,,,
c428cbb4,230,,
0f664c61,6,16,
97f1b638,,110,16
82ae6593,,8,4
2eed29bd,2,3,6
8cdd8c71,4,61,8
2da8a91a,12,65,6
0c81386a,12,373,
d21e3b97,,,
d7501abc,28,19,6
7e4b3875,,108,4
c412a2a1,,,
8158909d,21,2,2
44eb16b1,,14,
7928bbe0,3,4,6
9e964b33,12,,14
fd6b6e1c,8,5,2
62903735,,2,
ec242d7d,2,4,
ecdcdf03,,,
6388c64e,,,
a8373f17,2,2,
4740f24c,2,12,4
106e7ee5,,,
14c0d5f3,,,
a4c537ad,,159,2
59dbb453,,,
74f5ccae,,,
8f203c48,,6,6
719f2c58,13,,6
2c8e3354,,,
934e3840,16,563,16
f885eec2,2,,
0eebe158,,,48
04d8a7eb,2,4,
2ed2c6fa,,,
73e17314,14,21,4
6d764735,,2,
384deaf4,,,
a732620a,,,
f89c0039,,,2
cf147806,13,6,8
71703b40,54,5,
f6af8599,10,6,
55134391,,,10
73a1a498,2,,
ee12894c,10,2,
71b5b85e,64,14,2
b6c86db8,,2,
dd784806,,,
1d7f652e,,,
68c8619d,,,
a2c7f543,24,6,
4a6ce819,11,28,8
d6c6d253,8,4,4
2453d956,,,
66b3e26a,,32,4
fc3d9d75,2,6,6
9af35587,,70,2
a0a62ac5,,,
8ad3a8a2,,,
247a0bb8,,14,
85765fb5,,,
bae9a59c,,,2
0f6096df,22,22,12
826bda60,13,5,
31e08d06,,10,16
3af4c3f4,,,
21640756,,,
bcb3d652,6,,4
d333cc92,,,
4d81347e,,,
c1018f57,10,,
654a2bb8,,4,
f8d90577,14,18,
a6d5c57f,,2,
b8f00a8b,22,6,2
49e14525,4,42,
c14cd014,,,
c7e4e8c7,,,
2daf6f6d,7,2,2
df3d1406,,,
98fc4075,54,2,
440c639c,,,
05ee9c9b,3,4,2
a3e55147,,,
a1027f36,,4,
240a807d,22,8,4
3561a940,,,
ecd2e52e,,,
a0f26cc0,2,2,2
8f22dbc8,3,4,
d9d6e7b2,30,4,10
c03373ba,,,
aa5656a1,6,4,
0ef61950,,12,
72959230,,1,
304c634d,17,28,
d8de12df,2,,2
8311be9b,2,4,
94a96d1e,1,,
16f42af9,,4,
9121020b,,6,
ad013e84,2,26,6
46b73bb6,,2,1
fffd2b1f,,,
69804d7f,6,12,2
c602af04,2,26,6
b52953f7,12,1,4
4e41d621,20,10,2
d62fb4b3,,,16
4867ca09,,10,
b366b2fb,,7,
b4fc54a6,,28,
6b9f45d3,,,
fac8339c,4,,8
c92e1c74,8,13,6
6fed8d45,,,
dd013580,,,
107f311e,43,,
2bfed870,,,
f064c13c,4,8,
312aeb93,7,6,
303fc3f3,4,6,6
ae98be88,,4,
a419bfe8,,,
26970483,2,8,2
a35860ea,,16,
51173096,,2,
2a6752bf,,6,
349c6e01,4,4,2
a52c22b1,,4,
fce5e626,,,
a8e51586,5,4,
0d8ebd19,4,2,
759ed127,27,11,
aafc7d68,,,
8297ad45,70,,
bc996973,8,20,12
58fa7011,12,2,
4068f7b9,2,4,6
cc2b970f,,,4
20472b63,6,4,
eb3d015d,,2,
54087fa7,,4,6
abf316f7,,6,2
78dab803,,2,
f8c04290,,,
e94dd5ae,2,2,
e361b664,,2,
c7344737,,,
19c39725,,,
7d463d97,,,
24c72818,2,12,3
5b8b71c1,,,
2ae174e1,,2,2
d5c4ea28,,,
f5383c76,,2,
e4263fc3,,,2
7b2c5ccb,,,
69f2d98a,12,2,
a2c6fc17,,2,
e68c0e67,,,
961061a1,,,
8e7ff6a2,31,5,4
071fcf6e,,2,
86c69d97,,,
9349ca6c,,24,6
76245f63,,2,2
51310fb7,5,4,
fb98ccb2,2,,
1904b1a8,5,3,
108b8309,17,,11
6092a4a8,136,9,
8f7bbd4c,304,,
36f00317,,5,10
df13a6a7,4,2,
870046df,,10,4
b7cec214,4,20,
cd8fb02a,12,24,8
c3219bd5,,,
a35f9ec4,,,1
36150b3a,2,14,5
c198afe6,5,,6
67cbc789,,22,2
38e537e6,269,1,4
03f68e64,4,,11
813e0366,6,10,2
8ed1aec5,,,1
e8055622,27,,10
c2933b69,2,2,
9b94fb39,23005,609,2
a952dac5,,,
f1d9dd1e,,,
0fc2c0c9,,,
cbe841c3,,1,
af7ab7e1,,,
ede4f493,,,
e7490fa9,,,
fc77a952,,68,
ce9b72ac,,,
84a14ed7,10,,1
01bf8d29,4,,2
5f44518f,,,
1a6f679f,11,4,
62d3295e,4,2,10
4754abf0,29,42,
667a0d0a,,,
5dee802e,,3,
7a68b7bf,,,
55ea7068,6,,1
36388ab2,2,3,
6a6d365a,,,
cf65da75,,,
d881d014,8,,1
2552f266,,,
8420f1bb,1,2,2
0ed25bcc,,2,
170610e8,,,
203b3e33,,,
f4d6360c,,,
4ffdee5f,2,1,1
bf7bc492,2,1,2
62156ea9,43,,
9fad64c2,,,
978fbc17,,,
6225be0a,,1,1
1fc328e3,,2,
99d61226,2,1,2
a542db65,,,
206a5acd,,,
de8d63f5,1,21,
5090ad59,76,,
557649df,,6,5
6d32720d,,,1
e5dd3971,,2,2
06bf86aa,,,
09f2c448,44,,33
8f1a0884,11,,
f24328a5,1,4,
8494fa91,,,
f1e86cd6,,,
d7f2ddda,2,6,
82cf4499,,,
72da1ce1,7,,
15ba0ea3,2,1,2
f3ff0bec,,,
ffe3412b,7,,
948c3d83,17,,
61110e17,1,,
dbeed4ae,29,14,10
85849257,8,6,
4c67c721,,,
c5225fc8,23,,4
14978e59,,,
196f59d7,8,,
af5e29f3,5,6,
d4c01969,,,
1ad44a00,,,
c817079a,15,6,
7bde6040,5,3,
32c885b3,,,
2b8af31f,22,2,
1d3051de,6,12,7
eb62a02b,,,
ea7b9e3a,1,3,2
2848e962,17,1,2
0e2a0eed,,,
c8765bc9,,,
31985701,2,,
14454861,4,,
29697286,21,1,1
3d27cace,,,
663a903b,,,
8355d073,,,
ad998b11,2,,
269da6a8,,,
d86487fa,,,
2162846b,,,
5b4cd944,,,
c7769b29,3,2,
f1372238,,,
719173f3,2,,
4906fbba,,,
22034514,,,
53e2de6e,,,
379757e3,2,,
5b1fc2e6,,,
45a0e3a8,6,2,
278019a9,1,1,
01d67d3f,,1,
327440e0,2,1,
e375c341,,,
9e259246,8,6,8
1aea9748,1,76,1
31efcb49,,,
7c11b8d9,4,,
8a930bc2,,,
15c2b776,,,
7cb22919,,3,
c0b74877,,,
50768980,,,
717ece9a,,,
891d64ba,,,
623896f9,5,,
59079797,6,,
b17fe0d5,,,
6f96135d,,,
89a8e3f6,15,,2
217659fc,,,
63a3a9bb,1,,
ccd010f7,,,
fbe153c4,,,2
0fd20594,,,1
aafccea1,2,,1
f267c4a0,,,1
108c4422,,,
9f2e28d6,9,6,2
6be638b6,2,6,9
9a0670ae,,1,3
a1a83d40,1,,
994a379d,2,2,8
484c00a6,1,,1
cac2e343,,4,2
aaae2e9a,16,1,
46a324c2,,1,
612ea874,,,
18309f0a,,2,
93e4fb0a,1,,
7356947c,8,,
bfbeca9d,2,,
28148e76,6,,
7fa98393,,,
8a991157,,1,
1ab917ea,,151,
39a92f25,,4,
3def13f6,3,4,
82961340,,,
c41557c3,2,2,
6dfbabda,9,,
7c59e961,2,3,
26adf8f4,,6,
e3f9ba6a,7,,
e616b8ec,2,2,7
d0dc9ce8,6,55,
6c02e370,13,9,2
896c51ab,9,17,
65ffec58,,,
6df8b3ca,8,5,2
6df14d7c,7,,
be87e5ba,,,
1554ca73,,,
1767cde5,,,
3aadd26e,3,,
1efc5ce9,11,2,
7b53ffdf,,,
b710437f,,4,
cc596a03,7,17,4
154e9fb5,,,
d9f088a6,1,1,
ba6e0cb2,1,,1
4003d1a2,,,
305a4b97,,,
d2493a9a,,,3
717a8f10,,,
34891e69,,16,
c27d09cd,,,
e7936c2c,1,,
f74b9dec,,2,
424695b3,,,
8dac290d,,6,
dbc3258d,3,,
14c08642,10,,
4d025889,,,
5a4d9bc5,,,1
d4c3c2da,,,
f80757d4,,,
586995d7,,,
5087f785,,2,
b2c7384b,15,,
770ad744,25,6,2
52013d57,,,
6fff6080,4,2,
3f4aec3d,,,
17b120d7,,1,
fc6515d1,,,
5a42baf7,,,
67405979,,,
ff620804,,,
04a28f4d,5,4,
1684cbd2,,,
f81aa2d4,,,
e4981dbe,2,,
2a14314e,2,1,
20dbb731,1,,
15b547ab,6,2,
397d2a62,6,1,
e7e4c5f1,,,
526ba0d4,,,
adce8999,,,
2ef95516,6,,2
16e3f26f,6,,
f67ab864,,103,22
d773e9f0,,,
3d81db1a,,,
17784aeb,11,2,2
fb7fb7d3,,1,24
77a57f21,26,6,261
bd3633c4,5,,112
0e2a6cb0,1,1,2
e6541799,,12,
1e639090,,18,
98f3b6ae,9,,
e38225a3,,,2
cd00291b,10,1,44
9d028d00,,,
cd9a472e,12,,
503d6949,29,1,
c2641e08,18,2,
0c2cd391,,,
a6db51da,,1,
3dcc44d7,,,
bab5273a,,5,
0c769144,,,1
59bb189b,3,8,
709624fa,,,
700b11a8,3,,
aa06fbd8,,,1
86fb7001,,1,
b4376061,,1,
8665e6d9,,5,
a70ab016,,7,1
69f88374,6,,
9a3b7450,,1,
73e382fa,632,65,36
d4593835,,,
db72cd2b,,,
19db9fa3,,,1
0bab3764,,,
3365f88e,,,
0f3f53a1,,,
7108582d,5,,
c414be30,,,
ef386251,12,3,
c5231cfd,,2,
55524c66,4,1,
5367a2d0,21,,1
40cd7fcb,,,
166af440,,,
9b494fbe,,,
5a5a6cf0,,,
d330fc7f,2,,
673e20ee,,,
6b20d80e,1,,
4cdc40b1,1,,4
e102fa4a,3,,7
79036275,,,
a0d7cb86,,2,7
f809a6c7,,,
6a3ec685,3,,
c91323f8,3,,
9b4c062c,,,
95d62257,2,2,
079c5100,1,,
87eb1b59,,,
7970182d,,1,
ae80b8af,,,
55acb1dc,,,
f30f6b90,,,
62ea465e,,,
0915b414,4,6,1
dbf37a8b,7,4,
4f87e773,,4,
337f44c1,,,
0d43a8f7,,,
fe8d349a,,,3
536aeaa8,,,
d495460c,,,
b0b302c0,,3,181
3d7c23f1,3,,1
3cb09d1e,,1,
3e3da1d3,,,
5c3454a2,,,
782eac76,,1,
d70b2b3d,,,1
845a2b5b,,,
ee94a94f,,,
e6f030b4,,,1
58986e98,,,
be55ffa1,,,
7dc13685,,,
e0fb7507,,,
3d8cbb31,,4,
d69c143d,,5,
a05019e9,,,
7e751d1f,,,
b60f02fc,,,
c6a92d7f,,,
ed30c578,,,
f02ea7e2,1,8,3
b1929fee,2,2,1
267fac11,1,,
11628dd9,,4,
0e195482,,,
2ee09611,,,
e9522d04,,,
b0babb69,2,12,
ff41ff1e,3,,
1ef01141,,,
cb3a29fb,,,
c1b7bf5e,65,,14
6ded67ff,,,
69fe97fd,,,
8c03af3b,,2,7
a01a16a7,,2,
2d9d38c3,4,2,
881a0cc8,,,114
7009118a,,8,
e7700e6f,,,
152bf28c,,,
c462d693,,,22
a6995ada,,,5
db98117f,,,27
db5b3f59,,,
a0f46c92,1,,1
b319db43,,,
6662777b,2,1,
8883cd54,,,
c93a083e,,,
850e58bc,,2,
c27c6732,1,,1
d90dacbc,,,
7d8b71c2,4,,
201802a2,1,,
9656d92a,,4,
112e7eb1,2,,1
4c776946,,,
0ab8b1f4,,,1
fa7b9050,1,,
35c56277,,,
1b4881c2,,,
93efad91,,10,
66d4fbba,,,
29972d7c,10,2,
41e03385,1,2,4
2d3386b9,,,
d2b300f8,,,2
bc506b9b,,,
21aed0fc,,5,
3ce29544,,,
d7a8ec27,,31,
fb8a4db8,,9,
3ca1145c,,,
00cc2755,1,1,
0c350b5c,3,3,
ece87b09,1,1,
192c4b1c,,5,
38f5a373,,,
c4d97194,,,
db8cac30,,,
8f3bb256,,,
58f40144,1,6,3
5e8b9f63,,,
f7a8a000,,,1
cfe05dfd,42,151,42
91b0b20c,24,8,8
212b6256,,1,
3cbc829d,,,
bf011aca,,,
fd3c30f0,11,21,5
cfd409b2,,,
3208687a,20,4,2
5ebbc983,13,1,65
760da036,65,,13
6c63cf3c,2,4,
16d03d56,2,,
af1dabf1,4,,
484e0836,,,
e9482f34,,,
f0cfb174,,1,
fb3d380a,,,
c9914b84,2,3,2
ccccbf25,27,1,
4d5f8e02,,,
dbfa8710,,,
825d8dcf,,,
3a2804ba,2,31,4
29398f1f,12,17,15
12ef690b,,5,
8fef23a2,6,3,6
e1a9594a,,,
adeb3c60,,,
98124f5f,,,
d7a12d09,5,3,
7d350c1e,,,
2ce1eab5,,,
fe6a5c50,,,
408a5788,,3,
657c5a8f,,,
d0b8e4a1,2,7,
ed63eb90,,,4
e16c9e16,,,
15dee03f,3,,
eb62df75,4,,
a29aed7d,69,60,6
aad58839,,,
72ad7a5e,,3,
ed00daeb,5,2,
9718ea57,,,
22936fd6,,,
d0a31db6,,,1
ec6f0cff,,,
41becc60,3,37,3
c3f9fef2,,,
ceee77fa,3,102,4
151e30fc,2,1,
949b399e,,,
0798e33d,3,3,1
ed84d09d,,1,
53f72d87,4,,3
6e62ae56,6,13,2
2febb986,13,10,13
0f0f616e,18,1,
afdde253,,,
13cdfeeb,,,
4b77bfaf,,,10
dc03be88,,,2
57ec8ce4,29,4,7
b476c9ed,,3,
3a26a954,5,20,2
af1ce0bb,4,13,3
572fec48,8,,1
c82e55f3,,,8
df95c9ee,,,
e8ed22a7,,,
62c82590,,,1
e076a9d7,1,,
8cc9ed6f,,3,
80a312f5,,14,3
5178ace9,,,1
5562218b,29,6,5
b3b5b648,,,
a25dfcde,,6,
739a6f68,27,9,6
a3029230,4,1,
f407f143,,1,
d58c05a1,,18,4
061da3b3,,,1
7aa9178d,1,68,
943bff9a,6,6,
8f4ff6f3,4,10,4
62ab4d28,2,1,
e2483714,2,,
828103fe,,,
71766941,1,6,72
f5b1c23b,,1,
3776f45d,2,268,8
5803c43d,13,107,66
48affd07,1,2,1
4bfb25c1,12,1,2
b6381b28,2,,11
d6235bd2,,,
bfbcebed,,7,
c46f7980,,1,
c00b6e07,,,
1b2cb058,,,
2979ffab,,,
85461bd3,1,,
15f94ddb,,,
01a834af,5,,
202ba853,,,
545da1dd,,,3
288ca09b,9,12,
09594275,7,,
d0ddcb86,,,
52b889e3,2,,
59561332,7,5,3
d1783259,,,
bb7a1ce5,1,,1
d6ef78ff,1,13,3
453d9218,,,
b79501ac,,1,
474993ee,,,
a0199894,3,,5
9e54741a,,,
339d243b,,,
94cd09b5,,,
501e3353,2,2,
522debc8,1,,
ab7808a6,1,2,1
7d45b192,1,5,
16398805,,,
cb6938e0,,,
8be41706,,,
6439299e,,1,8
f64d1070,,,12
78272bb5,,2,
c9839e47,3,47,1
b610655e,,14,
373d18a7,,11,
e5367f11,,,
acbdb82f,2,,
bf357415,,,
cfc06d3d,,,
390c5064,,,2
3f24df5f,,1,
1e17b259,2,22,2
6ed0a709,,6,
cf2ee162,2,,
df95a87e,,,64
7850a145,1,13,
6427916a,11,3,2
8a2e1844,2,,
f1f4c88f,1,9,7
f941b2d5,28,1,3
d215851e,,,
1a4d70b4,,,
a5b1ce80,,1,1
1b1163b7,3,3,
b62bb981,,,
b03410a8,,,
26304fc5,,,
2eecfca0,,,
165ef0d3,,,
c482dbe2,,,
7dbc4dff,1,1,1
49c91f7d,1,2,14
50b46334,5,,1
e5a731c3,,,
58c15701,1,,
ef3b720d,,,
0ad7e8f6,,,
a54c3454,2,,
3b64d9c3,,,
46438340,,,
ecabde5b,4,,
4c816891,,,2
9d2a5e9b,5,2,2
aac086af,,,4
a2fde541,,,
29976218,,,
2278f665,,,3
acd1d3d4,1,1,1
3963e35e,,,
9b9286ce,,,
fa375cce,,2,2
6cf5dc86,,3,
b49d93bc,,,
c0fa2df8,,,
5c2f02f8,,3,
0c837008,,,
ea4973c6,1,3,
25468d9a,10,4,10
a0844f75,,,1
e246cf9a,3,1,1
1148cc94,1,,
668a3567,3,,1
b8ebf50f,4,,2
fe259bfc,,,
5a685718,,,1
c514e325,,,
4736eea6,1,2,1
